18201,福井県 福井市
18202,福井県 敦賀市
18204,福井県 小浜市
18205,福井県 大野市
18206,福井県 勝山市
18207,福井県 鯖江市
18208,福井県 あわら市
18209,福井県 越前市
18210,福井県 坂井市
18322,福井県 永平寺町
18382,福井県 池田町
18404,福井県 南越前町
18423,福井県 越前町
18442,福井県 美浜町
18481,福井県 高浜町
18483,福井県 おおい町
18501,福井県 若狭町
